Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
112,Albert,3.0,does it s job and fairly cheap for what it s worth i had to return my first one and exchange it for another because the first one was defective sandisk really needs to do better quality assurance on their products the second one works perfectly fine i use it for my gopro camera,,247,0,0,0,0,0.0,0.0,278
113,Albert,4.0,i bought this for my son s tablet for cartoon videos movies and  all  games he will be downloading he s under  yrs so they ll be small simple games,,369,0,0,0,0,0.0,0.0,147
114,"Albert Macias Jr. ""Baretoes""",5.0,i bought this for a friend of mine to put some videos on it initially when plugged into the computer we couldn t find the storage in the directory however after finding a micro sd to usb adapter bingo worked like a charm after that install the videos plugged the card in the phone and we were off to the races not sure if we needed the adapter but we couldn t get the computer to recognize it we also used a linux o s go figure,,477,0,0,0,0,0.0,0.0,427
115,"Alberto Figueroa ""U.S. Air Force""",5.0,the sandisk ultra gb micro card is a great addition to maximize the samsung galaxy iiis whatever version you got gb or gb is a very fast memory at a great price plenty space for pictures videos and android applications good for the  videos that the galaxy iiis use super fast if you got the most advanced smartphone in the market as i do this is the memory to get at the right price,,728,1,0,1,1,1.0,0.2065493143772374,382
116,Alberto,5.0,i installed this on my samsung tablet tab    there is definitely a performance difference on my tablet especially when i load up all my apps,,281,0,0,0,0,0.0,0.0,140
117,"Alberto Joao Briguet Nt ""A. Briguet""",5.0,this memory works in samsung smartphones it is a fast memorysandisk is the most reliable memories in the market,,329,0,0,0,0,0.0,0.0,111
118,ALBERTO MENDOZA ALVAREZ,5.0,love it good quality good performance great brand could not find better product for my money using it for a samsung galaxy s mini with zero complications,,68,0,0,0,0,0.0,0.0,153
119,Al Campbell,5.0,this product arrived in two days prime it was exactly what i ordered and it works great in my galaxy s i know a class  is not exactly needed in a cell phone but it cannot hurt right i m very happy with this purchase,,649,0,0,0,0,0.0,0.0,215
120,Ale-B,5.0,i expanded my samsung tab   tablet from gb to gb works fast and don t see any lags i can now store more than ten movies on my tab and play right of the flash disc with no problems very happy with this card,,404,0,0,0,0,0.0,0.0,205
121,A. Lee,5.0,update providing an update with regard to sandisk support i bought the memory card in aug  see original review below in may of  while on my cruise to alaska the card went bad during the sailing out of san francisco it was fine as i used it to take a panorama shot of the golden gate bridge for most of the cruise i was using my dslr but the next time i wanted to use my cell phone the phone told me i had no memory card loaded any way tested the card on my laptop when i got back and it couldn t recognize it i contacted sandisk via email and provide them copy of my receipt from amazon along with the serial number on the back of the card very hard to read and no problems they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone great support provide by sandisk no hassle as long as you can provide proof of purchase easy to do since amazon keeps my entire purchase history invoices online one reason i buy directly from amazon itself vs other vendors either on amazon or elsewhere on the internet is that i have confidence that the memory cards sold by amazon itself are genuine there may be incredible deals elsewhere on the internet but in some cases the deals are too good to be true and counterfeit cards are being sold original review just received this today removed it from the packaging and inserted it into my samsung galaxy s verizon and powered the unit back up and the storage was available no formatting required worked the first time out settings showed  gb of total space gb version and  gb of free space i like the fact that a sd adapter came with it should i ever need to insert the card into my laptop it will come in handy yes i can plug my phone directly to my laptop but if i ever swap this gb card out of my phone and replace it with a gb version i can use this gb version via the adapter for other purposes,,943,5,0,5,5,1.0,0.5655175352168252,1897
122,Alejandro Hernndez,3.0,still don t feel is very fast or is just my phone i guess i will need to remove it and run some r w tests still its ok,,281,0,0,0,0,0.0,0.0,118
123,Aleksandar Milivojevic,2.0,i bought gb version of the card to use with gopro hero  black edition it didn t work out the card worked ok if camera was set to resolution with lower bit rates e g worked fine in p with protune on or p with protune off however in p with protune on bitrate is just shy of  mb s in this mode much higher then with protune turned off it was nothing but trouble camera would sometime work and sometime randomly stop recording for no obvious reason i first suspected camera but testing with different sd cards it ended up being sandisk s card that was at fault my spare card an old and cheap gb pny also class  worked just fine under same conditions and with same camera settings once it was obvious it was problem with the card i found people on gopro s forums that had trouble with this specific card as well well you always find these only after you figure it out for yourself right anyhow i did some speed tests with the card by doing simple write of gb file full of zeros using unix dd utility to copy gb of zeros from dev zero where else would you find that many zeros onto a file on the card the result was that on average sandisk s card would manage about   mb s just barely above the bar for class  card however that was average over gb during the write test the speed was oscillating with many spikes and drops drops were as low as mb s uh i thought write speed of class  card should never dip below  mb s for comparison my old cheap class  pny card was chugging along at constant  mb s under the same test no spikes and no drops in speed the card will probably work fine in most devices as bitrates when recording p video are often low enough and or camera might have huge buffer but if you want to use it to record video at high bitrates and your device doesn t have huge buffer to compensate for speed bumps of this card you may run into trouble be wary of using it in hero in modes that have higher bit rates e g p with protune enabled sandisk s website lists part numbers as sdsdqui g with adapter and sdsdqua g without adapter this conflicts with product description on amazon while this is likely just amazon not getting product description right again a bit too common thing it s interesting to note update apr   some numbers from testing the card the test is extremely simple write out gb of zeros onto the card using standard unix dd command to read kb blocks of zeroes from special device dev zero and write it onto the card kb  gb dd displays transfer stats once it finishes while dd was running i run iostat in second terminal displaying  second interval stats as a measure of current speed this was done on the mac dd command line can be used as is to repeat test on linux system however iostat command is different on linux and would need to be modified slightly i choose kb block size as that seems to be what device drivers merges sequential writes into anyhow using different block sizes results are comparable dd if dev zero of test bs  count   records in  records out bytes transferred in   secs  bytes sec so  mb s and all is good right wrong iostat running in parallel with above dd command recorded this iostat d w  diskdiskkb t tps mb s                                     and so on until dd finishes writing gb of zeros to the card imo the last column should never dip under mb s for card labeled class  for comparison same test run against samsung pro gb micro sd card dd if dev zero of test bs  count   records in  records out bytes transferred in   secs  bytes sec iostat d w  diskdiskkb t tps mb s                                     and so on until dd finishes writing gb of zeros to the card so samsung is on average x faster but more importantly it s speed is much more constant and critically important it never dips under mb s,,644,1,0,1,1,1.0,0.2065493143772374,3766
